Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,claim,text,organization,lang_name,rating_label,rating_value,entity_strings,entities,nr_entities,num_words,probable_lang,Topic,Topic Name
20099,25029,7369,1131,http://data.gesis.org/claimskg/creative_work/96760334-2cf3-5578-b136-ae20876d7295,An image shared on Facebook claims Democratic presidential candidate Joe Biden used to have a license plate that says The Big Guy.,checkyourfact,English,FALSE,1,Facebook,['Facebook'],1.0,22,en,0,0_biden_image_photo_posing
25272,30531,44039,5212,http://data.gesis.org/claimskg/creative_work/8c7dbc01-4882-5fe1-a1c5-63859faa3e45,Photo shows Joe Biden’s license plate says THEBIGGUY.,politifact,English,False,1,"Joe Biden, license plate","['Joe Biden', ' license plate']",2.0,8,en,0,0_biden_image_photo_posing
50096,56469,7239,1001,http://data.gesis.org/claimskg/creative_work/a6a6effa-2339-52f2-9aaf-8e09898d708a,"An image shared on Facebook over 1,700 times purportedly shows Democratic presidential nominee Joe Biden’s huge Delaware mansion.",checkyourfact,English,FALSE,1,"Delaware, Facebook, Joe Biden","['Delaware', ' Facebook', ' Joe Biden']",3.0,18,en,0,0_biden_image_photo_posing
26590,31856,9705,3467,http://data.gesis.org/claimskg/creative_work/7d26d78e-0a7c-5210-93db-1a9d429669e9,An image shared on Facebook claims to show President Joe Biden’s face in disgust during a press conference.,checkyourfact,English,FALSE,1,"Facebook, President Joe Biden","['Facebook', ' President Joe Biden']",2.0,18,en,0,0_biden_image_photo_posing
24410,29666,7791,1553,http://data.gesis.org/claimskg/creative_work/5234bb9e-b99b-5a81-af4a-ce5b4a0c5f1f,An image shared on Facebook allegedly shows a F*ck Joe Biden sign displayed on the side of a stadium.,checkyourfact,English,FALSE,1,"Facebook, Joe Biden","['Facebook', ' Joe Biden']",2.0,19,en,0,0_biden_image_photo_posing
25304,30563,10567,4329,http://data.gesis.org/claimskg/creative_work/73d7e4f9-e50e-541c-89a5-4b8ded6c4414,An image shared on Facebook claims to show President Joe Biden surrounded by U.S. Marshals at a recent White House event.,checkyourfact,English,FALSE,1,"Facebook, White House","['Facebook', ' White House']",2.0,21,en,0,0_biden_image_photo_posing
23695,28949,10212,3974,http://data.gesis.org/claimskg/creative_work/bbd6d667-3de5-59be-a23c-85ed47822dc6,An image shared on Facebook purportedly shows President Joe Biden on a movie set meant to look like the White House.,checkyourfact,English,FALSE,1,"Facebook, President Joe Biden","['Facebook', ' President Joe Biden']",2.0,21,en,0,0_biden_image_photo_posing
28743,34028,8293,2055,http://data.gesis.org/claimskg/creative_work/1e4bf583-b9d6-5762-84c1-ed6dc6cf759c,An image shared on Facebook purportedly shows President Joe Biden posing for a picture with White House Press Secretary Jen Psaki with his hands on her chest.,checkyourfact,English,FALSE,1,"Facebook, President Joe Biden","['Facebook', ' President Joe Biden']",2.0,27,en,0,0_biden_image_photo_posing
27870,33146,8229,1991,http://data.gesis.org/claimskg/creative_work/9adc8afd-2ead-5f2e-9bbb-783a3286d425,An image shared on Facebook purportedly shows a gas station with signs that reads Fuck Joe Biden.,checkyourfact,English,FALSE,1,"Facebook, gas station","['Facebook', ' gas station']",2.0,17,en,0,0_biden_image_photo_posing
55394,61816,29421,274,http://data.gesis.org/claimskg/creative_work/2b0e330e-2537-59dd-b095-5935a46c81be,United States President Donald Trump posted a photograph calling Democratic Party presidential nominee Joe Biden the resident (as in nursing home resident) in chief.,truthorfiction,English,TRUE,3,"Democratic Party presidential nominee, Joe Biden, United States President Donald Trump, nursing home","['Democratic Party presidential nominee', ' Joe Biden', ' United States President Donald Trump', ' nursing home']",4.0,24,en,0,0_biden_image_photo_posing
55088,61504,9712,3474,http://data.gesis.org/claimskg/creative_work/7712fbfc-2c9a-5bbc-86d8-66572eaddab6,"An image shared on Facebook more than 1,000 times purportedly shows text on an In-N-Out Burger cup that reads, Fuck Joe Biden.",checkyourfact,English,FALSE,1,"Facebook, In-N-Out Burger, Joe Biden","['Facebook', ' In-N-Out Burger', ' Joe Biden']",3.0,22,en,0,0_biden_image_photo_posing
11849,16205,44617,5790,http://data.gesis.org/claimskg/creative_work/87f3ee21-1ca9-5621-b57f-d14a218ded37,A compilation of images shows what Joe Biden has done to our country.,politifact,English,False,1,Joe Biden,['Joe Biden'],1.0,13,en,0,0_biden_image_photo_posing
18546,23082,8996,2758,http://data.gesis.org/claimskg/creative_work/bba9baca-f3fa-5bdc-8ca7-813ebea0bb46,A photo shared on Facebook allegedly shows a picture of President Joe Biden touching Ukrainian President Volodymyr Zelenskyy’s backside.,checkyourfact,English,FALSE,1,Facebook,['Facebook'],1.0,19,en,0,0_biden_image_photo_posing
61819,68540,7346,1108,http://data.gesis.org/claimskg/creative_work/a59d45f4-d876-5851-a6b1-5ee3dae94b2f,An image shared on Facebook purportedly shows billboards in Times Square depicting Democratic presidential nominee Joe Biden and his son Hunter Biden.,checkyourfact,English,FALSE,1,"Democratic presidential nominee, Facebook, Hunter Biden, Joe Biden","['Democratic presidential nominee', ' Facebook', ' Hunter Biden', ' Joe Biden']",4.0,22,en,0,0_biden_image_photo_posing
11999,16355,44066,5239,http://data.gesis.org/claimskg/creative_work/4a3f4744-fa13-543a-9856-64c6505387ad,Photo shows Joe Biden next to a man seen in a sex sting video.,politifact,English,False,1,Joe Biden,['Joe Biden'],1.0,14,en,0,0_biden_image_photo_posing
17295,21803,41108,2281,http://data.gesis.org/claimskg/creative_work/314fbb26-ae70-5d80-8f35-4e787cb6341d,Says this photo shows Joe Biden kissing and biting a child on the cheek.,politifact,English,False,1,Joe Biden,['Joe Biden'],1.0,14,en,0,0_biden_image_photo_posing
24695,29952,44971,6144,http://data.gesis.org/claimskg/creative_work/12165d1c-f84c-5336-85c1-bc32b4bde66b,A photo shows Jeffrey Epstein with Joe Biden.,politifact,English,False,1,"Jeffrey Epstein, Joe Biden","['Jeffrey Epstein', ' Joe Biden']",2.0,8,en,0,0_biden_image_photo_posing
50506,56881,7137,899,http://data.gesis.org/claimskg/creative_work/428bd1a2-88f5-5237-9d08-06b40739ea2f,An image shared on Facebook claims that President Joe Biden faked driving an electric Ford truck and that someone else drove it.,checkyourfact,English,FALSE,1,"Facebook, Ford, President Joe Biden","['Facebook', ' Ford', ' President Joe Biden']",3.0,22,en,0,0_biden_image_photo_posing
